"","organization","project","project_id","location","location_id","recording_date_time","recording_id","task_method","task_id","is_complete","species_code","species_common_name","species_scientific_name","species_class","detection_time","task_duration","tag_duration","min_tag_freq","max_tag_freq","tag_id","individual_order","vocalization","abundance","tag_rating","tag_is_verified","clip_channel_used","observer","observer_id","verifier_id","needs_review","left_full_freq_tag_rms_peak_dbfs","left_full_freq_tag_rms_trough_dbfs","left_full_freq_tag_pk_count","left_full_freq_tag_dc_offset","left_full_freq_tag_min_level","left_full_freq_tag_max_level","left_full_freq_tag_peak_level_dbfs","left_freq_filter_tag_rms_peak_dbfs","left_freq_filter_tag_rms_trough_dbfs","left_freq_filter_tag_pk_count","left_freq_filter_tag_dc_offset","left_freq_filter_tag_min_level","left_freq_filter_tag_max_level","left_freq_filter_tag_peak_level_dbfs","right_full_freq_tag_rms_peak_dbfs","right_full_freq_tag_rms_trough_dbfs","right_full_freq_tag_pk_count","right_full_freq_tag_dc_offset","right_full_freq_tag_min_level","right_full_freq_tag_max_level","right_full_freq_tag_peak_level_dbfs","right_freq_filter_tag_rms_peak_dbfs","right_freq_filter_tag_rms_trough_dbfs","right_freq_filter_tag_pk_count","right_freq_filter_tag_dc_offset","right_freq_filter_tag_min_level","right_freq_filter_tag_max_level","right_freq_filter_tag_peak_level_dbfs","tagged_in_wildtrax","media_url","spectrogram_url","clip_url"
"860","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-03 05:13:00",2756247,"1SPT",2498400,"t","TEWA","Tennessee Warbler","LEIOTHLYPIS PEREGRINA","Aves",65.28,180,1.53,"3.66kHz","8.65kHz",5213523,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.45,-26.91,2,0.046296,0.032166,0.060547,-24.36,-53.12,-59.05,2,-1e-06,-0.014374,0.00943,-36.85,-29.04,-30.28,2,0.032371,0.012573,0.056,-25.04,-52.37,-58.23,2,0,-0.011902,0.011505,-38.49,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498400","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/ae90a2866e0243b1b0079555d0043fff.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/ccf1143841a84175badc988ec46422da.flac"
"861","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-03 05:13:00",2756247,"1SPT",2498400,"t","WAVI","Warbling Vireo","VIREO GILVUS","Aves",88.04,180,1.44,"1.91kHz","3.76kHz",5213547,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.44,-26.91,2,0.046143,0.016998,0.071472,-22.92,-44.28,-57.09,2,-1e-06,-0.016937,0.016479,-35.42,-28.99,-30.24,2,0.032472,0.006683,0.056152,-25.01,-46.06,-57.82,2,-1e-06,-0.013794,0.013153,-37.21,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498400","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/ea3849f55e0749cca97f88f7f1680cbb.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/06660a847bcc4f149c6575c4692b1c49.flac"
"862","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-03 05:13:00",2756247,"1SPT",2498400,"t","WAVI","Warbling Vireo","VIREO GILVUS","Aves",90.08,180,1.43,"1.85kHz","3.76kHz",5213548,2,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-26.3,-26.87,2,0.046344,0.012329,0.08255,-21.67,-44.4,-57.95,2,-1e-06,-0.023071,0.023071,-32.74,-28.86,-30.19,2,0.032363,0.002289,0.064941,-23.75,-42.21,-56.79,2,-1e-06,-0.022552,0.022186,-32.94,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498400","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/34cf3a8dbaad4f868c9e46de3dd337ef.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/eca3fe27009a429491f722f1b8e4b29e.flac"
"863","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-03 05:13:00",2756247,"1SPT",2498400,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",92.33,180,0.46,"3.09kHz","6.70kHz",5213522,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.27,-26.81,2,0.046198,0.015656,0.075989,-22.39,-39.54,-53.56,2,-2e-06,-0.030762,0.030609,-30.24,-29.06,-30.04,2,0.032304,0.003723,0.063965,-23.88,-40.22,-53.82,2,-1e-06,-0.025604,0.024475,-31.83,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498400","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/b4e6ea1209b24e7987a6cd1a82c18b65.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/d3876083b68743eeb20978568624b68b.flac"
"864","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-03 05:13:00",2756247,"1SPT",2498400,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",114.49,180,0.41,"2.32kHz","4.17kHz",5213553,2,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.49,-26.93,2,0.046308,0.033966,0.058472,-24.66,-55.28,-60.24,2,-2e-06,-0.007507,0.005676,-42.49,-29.41,-30.3,2,0.032105,0.013275,0.051849,-25.71,-57.34,-60.57,2,-2e-06,-0.008026,0.006805,-41.91,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498400","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/f7d4d844bf47462d85c341347fed8425.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/b254cd4fe5764d55b4efe61cca003714.flac"
"865","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-03 05:13:00",2756247,"1SPT",2498400,"t","SWTH","Swainson's Thrush","CATHARUS USTULATUS","Aves",117.49,180,0.43,"1.34kHz","3.14kHz",5213562,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.36,-26.98,2,0.046397,0.010498,0.082672,-21.65,-55.03,-59.21,2,-5e-06,-0.013672,0.006653,-37.28,-29.18,-30.22,2,0.032336,-0.002441,0.070557,-23.03,-55.72,-58.71,2,-3e-06,-0.008484,0.005371,-41.43,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498400","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/5e9bb9f958654fb9b003a2196bbb0ca3.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/81ded002b6e9434ea1033382b24799b3.flac"
"866","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-03 05:13:00",2756247,"1SPT",2498400,"t","CHSP","Chipping Sparrow","SPIZELLA PASSERINA","Aves",120.3,180,0.69,"4.89kHz","6.70kHz",5213549,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.19,-26.96,2,0.045995,0.019043,0.073181,-22.71,-59.48,-61.37,2,0,-0.004974,0.004517,-46.07,-28.57,-30.39,5,0.032261,0.006073,0.059448,-24.52,-62.63,-64.02,2,0,-0.005524,0.005554,-45.11,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498400","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/0de803ec4259470aa60aef6c86f6d59f.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/e0c2f3ec36a74f2da5200be2ca67b4e5.flac"
"867","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-03 05:13:00",2756247,"1SPT",2498400,"t","AMRE","American Redstart","SETOPHAGA RUTICILLA","Aves",148.84,180,0.66,"4.22kHz","7.36kHz",5213566,2,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.42,-26.98,2,0.046105,0.034363,0.059296,-24.54,-56.84,-63.15,2,-1e-06,-0.00946,0.006714,-40.48,-29.35,-30.31,2,0.032316,0.014191,0.05069,-25.9,-57.61,-62.32,2,0,-0.007324,0.006256,-42.7,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498400","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/064f62895df941dfa47c25ebe279a3d7.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/b74ac85c-d443-4d49-8fc7-72ca320fd61c/010b6a07661a449281ca32c4ac4d96aa.flac"
"868","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","WAVI","Warbling Vireo","VIREO GILVUS","Aves",0.58,180,0.91,"1.80kHz","4.74kHz",5214094,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.46,-26.99,2,0.046303,0.034149,0.060577,-24.35,-52.58,-60.99,2,-2e-06,-0.013306,0.007599,-37.52,-29.19,-30.26,2,0.03259,0.017944,0.047516,-26.46,-54.68,-61.68,3,-1e-06,-0.010376,0.006287,-39.68,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/2e723394e6134716bdd6609e068ae731.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/17c9dc859d844120bec266b37c113e2c.flac"
"869","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","WAVI","Warbling Vireo","VIREO GILVUS","Aves",2.3,180,1.71,"1.65kHz","5.72kHz",5214099,2,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.37,-26.97,2,0.046248,0.029419,0.063416,-23.96,-47.76,-56.18,2,-1e-06,-0.01825,0.012848,-34.77,-29.12,-30.16,2,0.032615,0.013977,0.050293,-25.97,-48.7,-55.89,2,-1e-06,-0.014282,0.011353,-36.9,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/4df0d0933bec49b28aa4d06d96cc4b48.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/cbe47abc87394c3087c278fc2db020ff.flac"
"870","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","DEJU","Dark-eyed Junco","JUNCO HYEMALIS","Aves",4.26,180,0.98,"3.91kHz","5.41kHz",5214169,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.36,-26.94,2,0.046266,0.033752,0.056274,-24.99,-64.44,-67.48,2,0,-0.00415,0.00351,-47.64,-29.17,-30.11,2,0.032591,0.017761,0.047119,-26.54,-64.52,-67.32,2,0,-0.003174,0.002563,-49.97,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/59f21272f6ed492faa5f50ab495bfa4c.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/4ad0fd3c29f943a885b7af4fd2782148.flac"
"871","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","AMRE","American Redstart","SETOPHAGA RUTICILLA","Aves",5.26,180,0.66,"4.17kHz","7.67kHz",5214135,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-26.31,-26.98,2,0.046115,0.032532,0.059021,-24.58,-58.31,-63.22,2,-1e-06,-0.01001,0.006714,-39.99,-28.94,-30.02,2,0.032798,0.01828,0.050964,-25.85,-56.13,-62.14,2,-1e-06,-0.007568,0.005615,-42.42,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/3d789702a2874a98b854a1eedb8ffbfd.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/5d6c2a7f2fa44aabaac21d3f67c7359c.flac"
"872","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","AMRE","American Redstart","SETOPHAGA RUTICILLA","Aves",6.88,180,0.78,"4.74kHz","7.98kHz",5214101,2,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-26.24,-27.07,2,0.046189,0.026215,0.072113,-22.84,-45.23,-57.78,2,0,-0.018829,0.019043,-34.41,-28.99,-30.26,2,0.03256,0.009735,0.057159,-24.86,-46.33,-59.16,2,0,-0.016571,0.017426,-35.18,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/44feeef5694d4b5993225e758994d754.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/144072b7b5db47499d9d0ffe4c5c8576.flac"
"873","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","AMRE","American Redstart","SETOPHAGA RUTICILLA","Aves",8.51,180,0.98,"5.41kHz","7.47kHz",5214175,3,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.24,-27.13,2,0.046195,0.020996,0.071472,-22.92,-60.8,-66.91,2,0,-0.005249,0.004608,-45.6,-28.92,-30.24,2,0.032506,0.012054,0.055786,-25.07,-63.75,-67.11,2,0,-0.003571,0.003296,-48.95,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/01c0f66e16384f628e136464a3c0a1f4.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/ceaaa29b76454ee18f7f6c7f0742467e.flac"
"874","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",12.76,180,0.36,"3.04kHz","6.80kHz",5214143,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-24.78,-26.11,2,0.046511,-0.056091,0.133911,-17.46,-30.13,-38.9,2,-3e-06,-0.087921,0.081848,-21.12,-27.91,-29.48,2,0.032723,-0.041656,0.104034,-19.66,-34.15,-42.55,2,-2e-06,-0.052887,0.054321,-25.3,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/577466efd1334676a097b3b93c08b51d.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/e9767fc4e03147b09de8a238463f7a05.flac"
"875","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",26.93,180,0.73,"5.20kHz","5.92kHz",5214039,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.17,-26.93,2,0.046335,0.020844,0.084839,-21.43,-46.33,-59.06,2,0,-0.011169,0.011078,-39.04,-29.38,-30.12,2,0.032341,0.012665,0.05011,-26,-50.1,-61.17,2,0,-0.007416,0.007324,-42.6,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/5b590896789b4f0186f49ceb23ba9a72.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/34213b57e3014f7f91d658da560eabfe.flac"
"876","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",54.54,180,2.9,"4.02kHz","5.20kHz",5214043,2,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-26.24,-26.92,2,0.046429,0.020599,0.071442,-22.92,-41.28,-54.52,3,0,-0.017059,0.016998,-35.36,-28.97,-30.28,2,0.032611,0.01236,0.052338,-25.62,-47.56,-63.19,2,0,-0.009338,0.009857,-40.12,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/4af189ce56634b099815a9fe812f139a.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/b36b54c9985d4213b32d02fdba459cd9.flac"
"877","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",61.96,180,1.01,"2.37kHz","2.99kHz",5214069,3,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.36,-27.01,2,0.046314,0.031128,0.060608,-24.35,-49.81,-59.87,2,0,-0.006653,0.006653,-43.54,-29.05,-30.22,2,0.032675,0.0177,0.050934,-25.86,-53.15,-61.18,3,0,-0.005096,0.005066,-45.85,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/cccad1fc15844411a5d7d5587f1aad2a.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/0db68f8d07774d1cb10e8a671bd0b028.flac"
"878","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",77.98,180,0.45,"3.50kHz","5.92kHz",5214154,2,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.53,-26.78,2,0.046202,0.034149,0.056183,-25.01,-55.32,-63.32,2,-1e-06,-0.008545,0.006256,-41.37,-29.31,-30.17,2,0.032358,0.019562,0.045807,-26.78,-59.38,-64.48,2,-1e-06,-0.006866,0.005432,-43.27,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/0b38c54b31b24fbfab69a7b52d9c2360.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/0765f1beea3643849141a51fdce88196.flac"
"879","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",115.61,180,0.56,"3.04kHz","3.71kHz",5214051,4,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.41,-26.86,2,0.046304,0.034973,0.057373,-24.83,-55.87,-64.68,2,0,-0.003479,0.00354,-49.02,-29.21,-30.15,2,0.032835,0.019989,0.04715,-26.53,-59.18,-65.85,2,0,-0.003052,0.003082,-50.22,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/f4275331ac9745ad88b7d43b66aca61f.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/88ba333143ad4ec7b96418ce2c503847.flac"
"880","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","WTSP","White-throated Sparrow","ZONOTRICHIA ALBICOLLIS","Aves",136.88,180,0.64,"1.96kHz","2.68kHz",5214054,5,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.27,-26.74,2,0.046341,0.010986,0.083832,-21.53,-41.17,-49.79,2,-1e-06,-0.019135,0.018921,-34.36,-29,-29.9,2,0.032761,-0.001984,0.073853,-22.63,-42.84,-49.82,3,-1e-06,-0.015045,0.015106,-36.42,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/cda0a6e56d6e4a6bacd0197d6abd5b49.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/5a3cd6157c56472ca574c7651a54e5ed.flac"
"881","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","YRWA","Yellow-rumped Warbler","SETOPHAGA CORONATA","Aves",137.31,180,1.44,"3.45kHz","6.64kHz",5214158,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-24.33,-26.92,2,0.046327,-0.033875,0.129608,-17.75,-37.89,-50.63,2,0,-0.047882,0.045959,-26.4,-27.28,-29.94,2,0.032704,-0.043915,0.108643,-19.28,-36.01,-51.88,2,0,-0.051727,0.050537,-25.73,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/a0ccaaae1e84424a92c16eb5e31f0a7f.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/043ed9945a114fe6afa95a90b0cde2e0.flac"
"882","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","AMRO","American Robin","TURDUS MIGRATORIUS","Aves",139.06,180,1.96,"1.80kHz","2.68kHz",5214233,1,"Song",1,NA,"f",2,"Leonard Patterson",2623,NA,"f",-26.2,-26.69,2,0.046322,-0.016937,0.10611,-19.48,-55.41,-65.91,2,0,-0.006592,0.00647,-43.62,-28.99,-30.18,2,0.03256,-0.008728,0.072113,-22.84,-56.28,-67.06,3,0,-0.005035,0.005157,-45.75,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/6c8b541b9c4e4cc59e5b0fe235bff6a9.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/c176ca2e942645e3b53f41099c17a688.flac"
"883","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-05 05:12:00",2756248,"1SPT",2498401,"t","WEWP","Western Wood-Pewee","CONTOPUS SORDIDULUS","Aves",149.83,180,0.34,"3.14kHz","4.53kHz",5214160,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.46,-26.83,2,0.046357,0.035278,0.057251,-24.84,-57.86,-62.26,2,-2e-06,-0.005554,0.004913,-45.11,-29.22,-29.91,2,0.032217,0.018951,0.044891,-26.96,-60.55,-64.17,2,-1e-06,-0.003326,0.00293,-49.56,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498401","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/a5c2e589a4234f958b7669add33fdee9.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7119f25f-db66-4940-a491-5cf70ba54400/1a784a86325c4476a9f394590a59736b.flac"
"884","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-08 05:10:00",2756249,"1SPT",2498402,"t","RCKI","Ruby-crowned Kinglet","CORTHYLIO CALENDULA","Aves",5.86,180,1.96,"1.55kHz","2.94kHz",5214282,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-25.95,-26.86,2,0.046236,-0.013885,0.109344,-19.22,-54.91,-65.36,2,-1e-06,-0.009308,0.006226,-40.62,-29,-30.35,2,0.032566,-0.002045,0.072784,-22.76,-56.73,-63.1,2,-1e-06,-0.006714,0.004883,-43.46,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498402","https://wildtrax-aru.s3-accelerate.amazonaws.com/7f5cdd4b-4c1f-456e-b5d5-7a050a7b3fd1/9e05df8c535f40b39346ff84be29f61c.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7f5cdd4b-4c1f-456e-b5d5-7a050a7b3fd1/96eae0c7dda84f1093c513307e0449c2.flac"
"885","CANFOR","Interior Broadleaf Working Group ARU Monitoring 2023",2346,"MUS155-NT-C",492658,"2023-06-08 05:10:00",2756249,"1SPT",2498402,"t","DUFL","Dusky Flycatcher","EMPIDONAX OBERHOLSERI","Aves",7.54,180,0.29,"3.30kHz","6.64kHz",5214256,1,"Song",1,NA,"f",1,"Leonard Patterson",2623,NA,"f",-26.48,-26.59,2,0.046398,-0.013885,0.109344,-19.22,-42.63,-45.63,2,-3e-06,-0.06015,0.059357,-24.42,-29.02,-29.56,2,0.032405,-0.002045,0.072784,-22.76,-47.39,-50.03,2,-2e-06,-0.036835,0.035858,-28.67,"t","https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2498402","https://wildtrax-aru.s3-accelerate.amazonaws.com/7f5cdd4b-4c1f-456e-b5d5-7a050a7b3fd1/544baad3d79d4a009f52c65f2c5da2b9.jpg","https://wildtrax-aru.s3-accelerate.amazonaws.com/7f5cdd4b-4c1f-456e-b5d5-7a050a7b3fd1/07dac36aae424e3e8fd5132ef6b03619.flac"
