location,recording_date_time,task_method,recording_sample_frequency,task_duration,task_is_complete,observer,task_comments,internal_task_id
MUS111-FR-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499575
MUS111-FR-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499576
MUS111-HR-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499577
MUS111-HR-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499578
MUS111-HR-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499579
MUS111-LR-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499580
MUS111-LR-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499581
MUS111-LR-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499582
MUS111-NT-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499583
MUS111-NT-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499584
MUS111-NT-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499585
MUS113-LR-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499586
MUS113-NT-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499587
MUS113-LR-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499588
MUS113-NT-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499589
MUS113-NT-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499590
MUS124-HR-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499591
MUS124-HR-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499592
MUS124-HR-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499593
MUS124-NT-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499594
MUS124-NT-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499595
MUS124-NT-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499596
MUS155-FR-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499597
MUS155-HR-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499598
MUS155-FR-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499599
MUS155-FR-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499600
MUS155-HR-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499601
MUS155-LR-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499602
MUS155-LR-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499603
MUS155-HR-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499604
MUS155-LR-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499605
MUS155-NT-C, 2024-06-04 05:12:00,1SPT,32000,180.00,t,Leonard Patterson,,2499606
MUS155-NT-C, 2024-06-10 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499607
MUS155-NT-C, 2024-06-07 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499608
MUS124-FR-C, 2024-06-20 04:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2499609
MUS124-FR-C, 2024-06-23 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2499610
MUS124-FR-C, 2024-06-27 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2499611
MUS113-LR-C, 2024-06-10 06:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2522773
DOC266-FR-C, 2024-06-05 06:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597907
DOC213-NT-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597908
DOC266-FR-C, 2024-06-11 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2597909
DOC213-HR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597910
DOC266-HR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,RUGR in recording masked by wind,2597911
DOC266-HR-C, 2024-06-08 05:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2597912
DOC266-HR-C, 2024-06-11 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2597913
DOC266-LR-C, 2024-06-11 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,recording won't play after 30 s,2597914
DOC266-NT-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597915
MUS061A-FR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597916
DOC266-NT-C, 2024-06-11 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2597917
MUS061A-FR-C, 2024-06-08 05:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2597918
MUS061A-FR-C, 2024-06-11 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2597919
MUS061A-HR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597920
MUS061A-LR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597922
MUS111-HR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597923
MUS111-HR-C, 2024-06-11 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2597924
MUS111-HR-C, 2024-06-08 05:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2597925
MUS111-LR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597926
MUS111-NT-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597927
MUS113-LR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597928
MUS113-NT-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597929
MUS124-FR-C, 2024-06-28 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597930
MUS124-HR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597931
MUS155-FR-C, 2024-06-05 06:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597932
MUS124-NT-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597933
MUS155-HR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597934
MUS155-LR-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597935
MUS155-NT-C, 2024-06-05 05:11:00,1SPT,32000,180.00,t,Leonard Patterson,,2597936
MUS124-FR-C, 2024-06-25 07:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2597941
DOC213-HR-C, 2024-06-03 05:13:00,1SPT,32000,180.00,t,Leonard Patterson,,2603286
DOC266-FR-C, 2024-06-03 05:13:00,1SPT,32000,180.00,t,Leonard Patterson,,2603287
DOC213-NT-C, 2024-06-03 05:13:00,1SPT,32000,180.00,t,Leonard Patterson,,2603288
DOC266-FR-C, 2024-06-09 05:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2603289
DOC266-HR-C, 2024-06-06 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2603290
DOC266-HR-C, 2024-06-09 05:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2603291
DOC266-HR-C, 2024-06-03 05:13:00,1SPT,32000,180.00,t,Leonard Patterson,,2603292
DOC266-LR-C, 2024-06-09 05:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2603293
DOC266-NT-C, 2024-06-03 05:13:00,1SPT,32000,180.00,t,Leonard Patterson,,2603294
DOC266-NT-C, 2024-06-09 05:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2603295
MUS061A-FR-C, 2024-06-03 05:13:00,1SPT,32000,180.00,t,Leonard Patterson,,2603296
MUS061A-FR-C, 2024-06-06 05:10:00,1SPT,32000,180.00,t,Leonard Patterson,,2603297
MUS061A-FR-C, 2024-06-12 05:08:00,1SPT,32000,180.00,t,Leonard Patterson,,2603298
MUS061A-FR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603299
MUS061A-HR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603300
MUS061A-LR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603304
MUS111-HR-C, 2024-06-04 04:42:00,1SPT,32000,180.00,t,Leonard Patterson,,2603308
MUS111-HR-C, 2024-06-06 05:10:00,1SPT,32000,180,t,Leonard Patterson,USE RM,2603313
MUS111-HR-C, 2024-06-09 05:09:00,1SPT,32000,180.00,t,Leonard Patterson,,2603314
MUS111-LR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603317
MUS111-NT-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603320
MUS113-LR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603323
MUS113-NT-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603326
MUS124-HR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603327
MUS124-NT-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603329
MUS155-FR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603330
MUS155-HR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603331
MUS155-NT-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603332
MUS155-LR-C, 2024-06-13 05:07:00,1SPT,32000,180.00,t,Leonard Patterson,,2603333
DOC213-HR-C, 2024-06-13 05:07:00,1SPT,32000,180,t,Leonard Patterson,USE LM,2605062
DOC213-HR-C, 2024-06-12 05:08:00,1SPT,32000,180,t,Leonard Patterson,,2605063
DOC266-FR-C, 2024-06-06 05:10:00,1SPT,32000,180,t,Leonard Patterson,,2605066
DOC213-NT-C, 2024-06-13 05:07:00,1SPT,32000,180,t,Leonard Patterson,,2605067
DOC266-FR-C, 2024-06-12 05:08:00,1SPT,32000,180,t,Leonard Patterson,,2605068
DOC266-FR-C, 2024-06-13 05:07:00,1SPT,32000,180,t,Leonard Patterson,,2605069
DOC266-HR-C, 2024-06-12 05:08:00,1SPT,32000,180,t,Leonard Patterson,,2605070
DOC266-LR-C, 2024-06-02 05:13:00,1SPT,32000,180,t,Leonard Patterson,,2605071
DOC266-HR-C, 2024-06-13 05:07:00,1SPT,32000,180,t,Leonard Patterson,,2605072
DOC213-HR-C, 2024-06-11 05:08:00,1SPT,32000,180,t,Leonard Patterson,,2605083
